feature,accuracy,precision,recall,f1,var_label,survey,year
cf12e006,0.7852125314054248,0.0,0.0,0.0,Can you perhaps indicate the period in which your biological father was born?,Family & Household,2012
cf13f006,0.7841973029790289,0.0,0.0,0.0,Can you perhaps indicate the period in which your biological father was born?,Family & Household,2013
cf14g006,0.7811567451161359,0.0,0.0,0.0,Can you perhaps indicate the period in which your biological father was born?,Family & Household,2014
cf08a007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2008
cf09b007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2009
cf10c007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2010
cf11d007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2011
cf12e007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2012
cf13f007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2013
cf14g007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2014
cf15h007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2015
cf16i007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2016
cf17j007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2017
cf18k007,0.7852125314054248,0.0,0.0,0.0,Is your father still alive?,Family & Household,2018
cf19l007,0.7852125314054248,0.0,0.0,0.0,Is your biological father still alive?,Family & Household,2019
cf20m007,0.7852125314054248,0.0,0.0,0.0,Is your biological father still alive?,Family & Household,2020
cf08a008,0.7852125314054248,0.0,0.0,0.0,In what year did your father pass away?,Family & Household,2008
cf10c008,0.7852125314054248,0.0,0.0,0.0,In what year did your father pass away?,Family & Household,2010
cf12e008,0.7852125314054248,0.0,0.0,0.0,In what year did your father pass away?,Family & Household,2012
cf13f008,0.7842024303953238,0.0,0.0,0.0,In what year did your father pass away?,Family & Household,2013
cf14g008,0.7842024303953238,0.0,0.0,0.0,In what year did your father pass away?,Family & Household,2014
cf15h008,0.7841973029790289,0.0,0.0,0.0,In what year did your father pass away?,Family & Household,2015
cf16i008,0.7852125314054248,0.0,0.0,0.0,In what year did your father pass away?,Family & Household,2016
cf17j008,0.7852125314054248,0.0,0.0,0.0,In what year did your father pass away?,Family & Household,2017
cf18k008,0.7842024303953238,0.0,0.0,0.0,In what year did your father pass away?,Family & Household,2018
cf19l008,0.7852125314054248,0.0,0.0,0.0,In what year did your biological father pass away?,Family & Household,2019
cf20m008,0.7791262882633441,0.2333333333333333,0.014174972314507197,0.026666666666666665,In what year did your biological father pass away?,Family & Household,2020
cf08a009,0.7811721273650207,0.4333333333333333,0.028349944629014395,0.052809729952587106,What is the year of birth of your mother?,Family & Household,2008
cf09b009,0.7760908578167461,0.0,0.0,0.0,What is the year of birth of your mother?,Family & Household,2009
cf10c009,0.7852074039891299,0.5666666666666667,0.018826135105204873,0.03617101245008222,What is the year of birth of your mother?,Family & Household,2010
cf11d009,0.7872327334256268,0.7,0.018826135105204873,0.03657505285412262,What is the year of birth of your mother?,Family & Household,2011
cf12e009,0.782166846126237,0.06666666666666667,0.0047619047619047615,0.008888888888888889,What is the year of birth of your mother?,Family & Household,2012
cf13f009,0.7831820745526329,0.0,0.0,0.0,What is the year of birth of your mother?,Family & Household,2013
cf14g009,0.7791314156796391,0.06666666666666667,0.0047619047619047615,0.008888888888888889,What is the year of birth of your mother?,Family & Household,2014
cf15h009,0.7801620263549197,0.26666666666666666,0.009413067552602437,0.01799797775530839,What is the year of birth of your mother?,Family & Household,2015
cf16i009,0.7831923293852228,0.0,0.0,0.0,What is the year of birth of your mother? We mean your biological mother.,Family & Household,2016
cf17j009,0.7842024303953238,0.0,0.0,0.0,What is the year of birth of your mother? We mean your biological mother.,Family & Household,2017
cf18k009,0.7842024303953238,0.0,0.0,0.0,What is the year of birth of your mother? We mean your biological mother.,Family & Household,2018
cf19l009,0.7781264420858329,0.07333333333333333,0.009413067552602437,0.01667390360399479,Please note: the questions are about your biological mother. What is the year of birth of your mother?,Family & Household,2019
cf20m009,0.7852125314054248,0.0,0.0,0.0,What is the year of birth of your mother?,Family & Household,2020
cf08a010,0.7852125314054248,0.0,0.0,0.0,Can you perhaps indicate the period in which your biological mother was born?,Family & Household,2008
cf09b010,0.7852125314054248,0.0,0.0,0.0,Can you perhaps indicate the period in which your biological mother was born?,Family & Household,2009
cf10c010,0.7852125314054248,0.0,0.0,0.0,Can you perhaps indicate the period in which your biological mother was born?,Family & Household,2010
cf11d010,0.7852125314054248,0.0,0.0,0.0,Can you perhaps indicate the period in which your biological mother was born?,Family & Household,2011
cf12e010,0.7852125314054248,0.0,0.0,0.0,Can you perhaps indicate the period in which your biological mother was born?,Family & Household,2012
cf13f010,0.7852125314054248,0.0,0.0,0.0,Can you perhaps indicate the period in which your biological mother was born?,Family & Household,2013
cf14g010,0.7852125314054248,0.0,0.0,0.0,Can you perhaps indicate the period in which your biological mother was born?,Family & Household,2014
cf08a011,0.7852125314054248,0.0,0.0,0.0,Is your mother still alive?,Family & Household,2008
cf09b011,0.7852125314054248,0.0,0.0,0.0,Is your mother still alive?,Family & Household,2009
cf11d011,0.7852125314054248,0.0,0.0,0.0,Is your mother still alive?,Family & Household,2011
cf12e011,0.7852125314054248,0.0,0.0,0.0,Is your mother still alive?,Family & Household,2012
cf13f011,0.7852125314054248,0.0,0.0,0.0,Is your mother still alive?,Family & Household,2013
cf14g011,0.7852125314054248,0.0,0.0,0.0,Is your mother still alive?,Family & Household,2014
cf15h011,0.7852125314054248,0.0,0.0,0.0,Is your mother still alive?,Family & Household,2015
cf16i011,0.7852125314054248,0.0,0.0,0.0,Is your mother still alive?,Family & Household,2016
cf17j011,0.7852125314054248,0.0,0.0,0.0,Is your mother still alive?,Family & Household,2017
cf18k011,0.7852125314054248,0.0,0.0,0.0,Is your mother still alive?,Family & Household,2018
cf19l011,0.7852125314054248,0.0,0.0,0.0,Is your biological mother still alive?,Family & Household,2019
cf20m011,0.7852125314054248,0.0,0.0,0.0,Is your biological mother still alive?,Family & Household,2020
cf08a012,0.7852125314054248,0.0,0.0,0.0,In what year did your mother pass away?,Family & Household,2008
cf09b012,0.7852125314054248,0.0,0.0,0.0,In what year did your mother pass away?,Family & Household,2009
cf11d012,0.7852125314054248,0.0,0.0,0.0,In what year did your mother pass away?,Family & Household,2011
cf12e012,0.7852125314054248,0.0,0.0,0.0,In what year did your mother pass away?,Family & Household,2012
cf14g012,0.7852125314054248,0.0,0.0,0.0,In what year did your mother pass away?,Family & Household,2014
cf15h012,0.7852125314054248,0.0,0.0,0.0,In what year did your mother pass away?,Family & Household,2015
cf16i012,0.7852125314054248,0.0,0.0,0.0,In what year did your mother pass away?,Family & Household,2016
cf17j012,0.7852125314054248,0.0,0.0,0.0,In what year did your mother pass away?,Family & Household,2017
cf18k012,0.7852125314054248,0.0,0.0,0.0,In what year did your mother pass away?,Family & Household,2018
cf19l012,0.7852125314054248,0.0,0.0,0.0,In what year did your biological mother pass away?,Family & Household,2019
cf20m012,0.7831872019689279,0.0,0.0,0.0,In what year did your biological mother pass away?,Family & Household,2020
cf08a013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2008
cf09b013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2009
cf10c013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2010
cf11d013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2011
cf12e013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2012
cf13f013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2013
cf14g013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2014
cf15h013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2015
cf16i013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2016
cf17j013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2017
cf18k013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2018
cf19l013,0.7841973029790289,0.06666666666666667,0.0047619047619047615,0.008888888888888889,Did your own parents ever divorce?,Family & Household,2019
cf20m013,0.7852125314054248,0.0,0.0,0.0,Did your own parents ever divorce?,Family & Household,2020
cf08a014,0.7862277598318208,0.2,0.0047619047619047615,0.009302325581395349,How old were you when your parents separated?,Family & Household,2008
cf09b014,0.7852125314054248,0.0,0.0,0.0,How old were you when your parents separated?,Family & Household,2009
cf10c014,0.7852125314054248,0.0,0.0,0.0,How old were you when your parents separated?,Family & Household,2010
cf11d014,0.7852125314054248,0.0,0.0,0.0,How old were you when your parents separated?,Family & Household,2011
cf12e014,0.7852176588217198,0.2,0.0047619047619047615,0.009302325581395349,How old were you when your parents separated?,Family & Household,2012
cf13f014,0.7852125314054248,0.0,0.0,0.0,How old were you when your parents separated?,Family & Household,2013
cf14g014,0.7831820745526329,0.0,0.0,0.0,How old were you when your parents separated?,Family & Household,2014
cf15h014,0.7821719735425319,0.06666666666666667,0.004651162790697674,0.008695652173913044,How old were you when your parents separated?,Family & Household,2015
cf16i014,0.7831872019689279,0.0,0.0,0.0,How old were you when your parents separated?,Family & Household,2016
cf17j014,0.779131415679639,0.0,0.0,0.0,How old were you when your parents separated?,Family & Household,2017
cf18k014,0.7831872019689279,0.0,0.0,0.0,How old were you when your parents separated?,Family & Household,2018
cf19l014,0.7852074039891299,0.26666666666666666,0.009413067552602437,0.017979797979797978,How old were you when your parents separated?,Family & Household,2019
cf20m014,0.7852074039891299,0.39999999999999997,0.023477297895902548,0.04425999121651296,How old were you when your parents separated?,Family & Household,2020
cf08a015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2008
cf09b015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2009
cf10c015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2010
cf11d015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2011
cf12e015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2012
cf13f015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2013
cf14g015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2014
cf15h015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2015
cf16i015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2016
cf17j015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2017
cf18k015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2018
cf19l015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2019
cf20m015,0.7852125314054248,0.0,0.0,0.0,Is your father currently living together with a partner?,Family & Household,2020
cf08a016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2008
cf09b016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2009
cf10c016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2010
cf11d016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2011
cf12e016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2012
cf13f016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2013
cf14g016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2014
cf15h016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2015
cf16i016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2016
cf17j016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2017
cf18k016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2018
cf19l016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2019
cf20m016,0.7852125314054248,0.0,0.0,0.0,Is your mother currently living together with a partner?,Family & Household,2020
cf08a017,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your parents' address?,Family & Household,2008
cf09b017,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your parents' address?,Family & Household,2009
cf10c017,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your parents' address?,Family & Household,2010
cf11d017,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your parents' address?,Family & Household,2011
cf12e017,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your parents' address?,Family & Household,2012
cf13f017,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your parents' address?,Family & Household,2013
cf14g017,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your parents' address?,Family & Household,2014
cf08a018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2008
cf09b018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2009
cf10c018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2010
cf11d018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2011
cf12e018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2012
cf13f018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2013
cf14g018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2014
cf15h018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2015
cf16i018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2016
cf17j018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2017
cf18k018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2018
cf19l018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2019
cf20m018,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your father's address?,Family & Household,2020
cf08a019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2008
cf09b019,0.7841973029790289,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2009
cf10c019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2010
cf11d019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2011
cf12e019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2012
cf13f019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2013
cf14g019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2014
cf15h019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2015
cf16i019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2016
cf17j019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2017
cf18k019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2018
cf19l019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2019
cf20m019,0.7852125314054248,0.0,0.0,0.0,Do you know the postal code of your mother's address?,Family & Household,2020
cf08a020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2008
cf09b020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2009
cf10c020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2010
cf11d020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2011
cf12e020,0.7831923293852228,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2012
cf13f020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2013
cf14g020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2014
cf15h020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2015
cf16i020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2016
cf17j020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2017
cf18k020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2018
cf19l020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2019
cf20m020,0.7852125314054248,0.0,0.0,0.0,How often did you see your father over the past 12 months?,Family & Household,2020
cf08a021,0.7831923293852228,0.0,0.0,0.0,"How often did you have contact with your father over the past 12 months, by telephone, in writing or by email?",Family & Household,2008
cf09b021,0.7842024303953238,0.0,0.0,0.0,"How often did you have contact with your father over the past 12 months, by telephone, in writing or by email?",Family & Household,2009
cf10c021,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your father over the past 12 months, by telephone, in writing or by email?",Family & Household,2010
cf11d021,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your father over the past 12 months, by telephone, in writing or by email?",Family & Household,2011
cf12e021,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your father over the past 12 months, by telephone, in writing or by email?",Family & Household,2012
cf13f021,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your father over the past 12 months, by telephone, in writing or by email?",Family & Household,2013
cf14g021,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your father over the past 12 months, by telephone, in writing or by email?",Family & Household,2014
cf08a022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2008
cf09b022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2009
cf10c022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2010
cf11d022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2011
cf12e022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2012
cf13f022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2013
cf14g022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2014
cf15h022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2015
cf16i022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2016
cf17j022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2017
cf18k022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2018
cf19l022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2019
cf20m022,0.7852125314054248,0.0,0.0,0.0,How often did you see your mother over the past 12 months?,Family & Household,2020
cf08a023,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your mother over the past 12 months, by telephone, in writing or by email?",Family & Household,2008
cf09b023,0.7801363892734451,0.0,0.0,0.0,"How often did you have contact with your mother over the past 12 months, by telephone, in writing or by email?",Family & Household,2009
cf10c023,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your mother over the past 12 months, by telephone, in writing or by email?",Family & Household,2010
cf11d023,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your mother over the past 12 months, by telephone, in writing or by email?",Family & Household,2011
cf12e023,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your mother over the past 12 months, by telephone, in writing or by email?",Family & Household,2012
cf13f023,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your mother over the past 12 months, by telephone, in writing or by email?",Family & Household,2013
cf14g023,0.7852125314054248,0.0,0.0,0.0,"How often did you have contact with your mother over the past 12 months, by telephone, in writing or by email?",Family & Household,2014
cf08a024,0.7852125314054248,0.0,0.0,0.0,Do you currently have a partner?,Family & Household,2008
cf09b024,0.7852125314054248,0.0,0.0,0.0,Do you currently have a partner?,Family & Household,2009
